label, feature 1, feature 2, feature 3, feature 4, feature 5, feature 6, feature 7, feature 8, feature 9, feature 10, feature 11, feature 12, feature 13, feature 14, feature 15, feature 16, feature 17, feature 18, feature 19, feature 20, feature 21, feature 22, feature 23, feature 24, feature 25, feature 26, feature 27, feature 28, feature 29, feature 30, feature 31, feature 32, feature 33, feature 34, feature 35, feature 36, feature 37, feature 38, feature 39
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 4, 1, 4, 2, 0, 0, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 4, 1, 4, 2, 0, 0, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 4, 1, 4, 2, 0, 0, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 4, 1, 4, 2, 0, 0, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 4, 1, 4, 2, 0, 0, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 4, 1, 4, 2, 0, 0, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 4, 1, 4, 2, 0, 0, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 4, 1, 4, 2, 0, 0, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 4, 1, 4, 2, 0, 0, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 4, 1, 4, 2, 0, 0, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 4, 1, 4, 2, 0, 0, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 4, 1, 4, 2, 0, 0, 0, 0, 4, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 1, 1, 3, 1, 1, 1, 1, 0, 4, 1, 1, 4, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 3, 1, 3, 1, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 1, 1, 2, 1, 1, 1, 1, 0, 3, 1, 1, 3, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 2, 0, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 1, 0, 1, 0, 1, 1, 1, 0, 2, 1, 1, 2, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 3, 321, 52, 109, 275, 110, 52, 107, 209, 88, 7, 2, 7, 4, 7, 3, 7, 4, 7, 7, 2, 7, 3, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 20, 15
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
1, 4, 439, 2, 112, 52, 109, 275, 110, 52, 56, 60, 5, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 20, 10
